id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
3810377,"The Aurors are part of the Rotfang Conspiracy, I thought eve...",190,9897,0.936,213.74,163.67,78.21,2017-06-26,joshua728
3810378,But he understood at last what Dumbledore had been trying to...,462,7746,0.992,215.94,164.72,89.24,2017-06-26,joshua728
3810379,Sometimes you remind me a lot of James. He called it my 'fur...,165,23050,0.992,234.79,177.31,80.1,2017-06-27,joshua728
3810380,"Voldemort himself created his worst enemy, just as tyrants e...",266,9899,0.956,209.37,165.32,80.35,2017-06-27,joshua728
3810381,"It is a curious thing, Harry, but perhaps those who are best...",264,23789,1.065,218.45,184.35,88.1,2017-06-26,performancecheck
3810382,"Every second he breathed, the smell of the grass, the cool a...",210,24375,1.069,215.72,182.97,87.74,2017-06-26,arenasnow
3810383,"Words are, in my not-so-humble opinion, our most inexhaustib...",132,2243,0.784,201.83,131.15,49.4,2017-06-27,chakk
3810384,From the tip of his wand burst the silver doe. She landed on...,261,22390,1.033,211.18,176.69,84.09,2017-06-26,joshua728
3810385,"You are the true master of death, because the true master do...",209,25579,1.106,235.71,190.87,90.69,2017-06-27,joshua728
3810386,"You look in excellent health to me, Potter, so you will excu...",162,24841,1.05,239.08,183.12,84.78,2017-06-26,joshua728
3810387,"Mr. Moony presents his compliments to Professor Snape, and b...",420,6327,0.902,184.38,147.8,81.32,2017-06-26,arenasnow
3810388,"Now, my three friends could hardly fail to notice that I dis...",325,9956,0.99,208.54,165.14,85.79,2017-06-27,arenasnow
3810389,You think the dead we loved ever truly leave us? You think t...,223,23562,1.047,225.04,181.1,85.63,2017-06-27,slekap
3810390,"The consequences of our actions are always so complicated, s...",134,2489,0.924,207.54,150.16,56.77,2017-06-27,arenasnow
3810391,I took a wrong turn on the way to the bathroom and found mys...,471,7743,0.966,215.57,160.52,87.32,2017-06-27,joshua728
3810392,"If you want to know what a man's like, take a good look at h...",103,1377,0.909,246.17,170.4,67.08,2017-06-28,joshua728
3810393,"My own brother, Aberforth, was prosecuted for practicing ina...",297,9164,0.921,203.16,158.76,77.31,2017-06-27,joshua728
3810394,"At that moment, Harry fully understood for the first time wh...",513,6142,0.917,213.88,155.77,82.19,2017-06-27,joshua728
3810395,Haven't I taught you anything? What have I always told you? ...,149,5821,0.942,208.03,146.13,64.4,2017-06-27,joshua728
3810396,"Three Rings for the Elven-kings under the sky, Seven for the...",370,7426,0.927,192.03,153.78,78.58,2017-07-25,slekap
3810397,"Let folly be our cloak, a veil before the eyes of the Enemy!...",404,8734,0.983,218.06,164.44,85.66,2017-07-25,joshua728
3810398,"We must take a hard road, a road unforeseen. There lies our ...",147,5700,0.904,194.98,145.89,62.65,2017-07-25,slowaccount
3810399,"At last Frodo spoke. 'I do not wish to go,' he said; 'but ne...",275,8031,0.877,203.11,155.39,73.52,2017-07-25,joshua728
3810400,"The world is indeed full of peril, and in it there are many ...",196,24533,1.071,220.91,188.39,87.17,2017-07-25,zigfried
3810401,Deserves it! I daresay he does. Many that live deserve death...,219,10081,0.969,210.88,162.65,81.37,2017-07-25,arenasnow
3810402,I have not much hope that Gollum can be cured before he dies...,306,22695,1.066,218.78,185.11,87.91,2017-07-25,arenasnow
3810403,He used often to say there was only one Road; that it was li...,335,7851,0.927,221.01,160.92,80.97,2017-07-25,joshua728
3810404,'The counsel of Gandalf was not founded on foreknowledge of ...,209,8371,0.884,218.18,164.08,74.28,2017-07-25,joshua728
3810405,"He is in great fear, not knowing what mighty one may suddenl...",359,20664,1.071,226.34,187.17,90.09,2017-07-25,zigfried
3810406,It's a pity that folk as talk about fighting the Enemy can't...,210,22013,1.015,209.27,185.37,83.89,2017-07-25,arenasnow
3810407,I was talking aloud to myself. A habit of the old: they choo...,157,5975,0.946,249.57,143.21,64.54,2017-07-25,joshua728
3810408,Not so hasty! You call yourselves hobbits? But you should no...,152,5695,0.935,231.0,139.63,63.72,2017-07-25,joshua728
3810409,"The Dark Lord has Nine. But we have One, mightier than they:...",175,5482,0.925,197.63,140.29,63.74,2017-07-25,joshua728
3810410,I have lived to see strange days. Long we have tended our be...,508,15429,1.034,211.13,172.8,90.46,2017-07-25,performancecheck
3810411,"It is not our part to master all the tides of the world, but...",287,24410,1.108,215.86,185.96,90.84,2017-07-25,quitless
3810412,"'Precious, precious, precious!' Gollum cried. 'My Precious! ...",305,6655,0.85,196.58,146.35,70.73,2017-07-25,joshua728
3810413,But do you remember Gandalf's words: Even Gollum may have so...,331,7632,0.945,200.92,157.24,82.25,2017-07-25,joshua728
3810414,"'I have come,' he said. 'But I do not choose now to do what ...",189,8712,0.885,231.52,155.68,74.5,2017-07-25,joshua728
3810415,Many folk like to know beforehand what is to be set on the t...,186,12082,1.051,241.19,159.34,68.15,2017-07-25,joshua728
3810416,"There is no real going back. Though I may come to the Shire,...",203,24448,1.063,225.08,185.79,87.71,2017-07-25,megaextremist
3810417,"I tried to save the Shire, and it has been saved, but not fo...",260,23634,1.065,223.59,183.02,87.88,2017-07-25,megaextremist
3810418,"Well, here at last, dear friends, on the shores of the Sea c...",180,5607,0.911,210.75,139.72,62.59,2017-07-25,joshua728
3810419,And the ship went out into the High Sea and passed on into t...,430,8111,0.999,210.46,166.09,89.89,2017-07-25,arenasnow2
3810420,"Will I wake up? Is it a dream I made up? No, I guess it's re...",147,5607,0.889,210.95,138.94,61.08,2017-07-25,joshua728
3810421,In a world of human wreckage where I'm lost and I'm found an...,114,2432,0.883,230.65,159.54,56.5,2017-07-25,joshua728
3810422,'Cause what the world needs now is a new kind of tension 'ca...,185,10888,1.025,263.97,147.07,66.19,2017-10-07,joshua728
3810423,I don't know what the world may need but a V-8 engine's a go...,248,10062,0.973,208.52,173.16,83.03,2017-07-25,slekap
3810424,Everyday I get up and pray to Jah and he increases the numbe...,224,9688,0.955,204.29,162.93,79.78,2017-10-07,deroche1
3810425,Some people say that bowling alleys got big lanes. Some peop...,215,22545,1.064,212.5,188.57,87.21,2017-10-07,arenasnow
3810426,"Scars are souvenirs you never lose, the past is never far. A...",370,19279,1.044,215.82,186.13,88.02,2017-07-25,quitless
3810427,"And even though the moment passed me by, I still can't turn ...",394,18527,1.034,212.05,176.78,86.92,2017-07-25,megaextremist
3810428,"Scars are souvenirs you never lose, the past is never far. A...",131,2489,0.923,239.6,158.34,58.29,2017-07-25,joshua728
3810429,And I don't want the world to see me 'cause I don't think th...,153,6121,0.975,252.89,154.77,67.22,2017-07-25,joshua728
3810430,"Well, we like our Internet slow, okay? We can turn it on, wa...",219,7057,0.877,192.34,151.17,74.12,2018-02-14,arenasnow
3810431,The battle for soup versus salad is raging in the other room...,164,4603,0.971,233.95,131.17,65.61,2018-02-14,joshua728
3810432,Tradition is a trap that allows people to stick their head i...,285,8186,0.971,207.39,167.55,83.48,2018-02-14,arenasnow
3810433,"Because she doesn't just give you a present, she gives you a...",356,17035,1.042,221.24,179.1,87.36,2018-02-14,joshua728
3810434,I don't even like kids. They're always sticky like they've g...,242,20293,1.03,228.37,183.15,85.39,2018-02-14,joshua728
3810435,"Rory, sorry to interrupt. Hi, Henry. But see, we're all stan...",460,5481,0.968,198.75,158.96,87.83,2018-02-14,chakk
3810436,"In fact, if you put oy and poodle together in the same sente...",243,8245,0.951,222.66,165.74,81.25,2018-02-14,joshua728
3810437,I called shelters to volunteer to serve food. It's Thanksgiv...,186,4414,0.894,218.91,122.94,59.98,2018-02-15,joshua728
3810438,"I was with a customer. She interrupts me, wild-eyed, begging...",307,8326,0.974,214.84,169.33,84.27,2018-02-14,arenasnow
3810439,"Because people like you. You're quiet. You say ""excuse me"". ...",123,1809,0.82,214.47,137.43,51.02,2018-02-15,typos_z
3810440,"I swear, there is nothing in the world my mother is better a...",164,11556,1.125,227.91,165.33,72.02,2018-02-15,arenasnow
3810445,I am he as you are he as you are me and we are all together.,60,6030,1.151,280.59,233.05,135.37,2017-07-25,joshua728
3810446,They don't know that we know they know we know.,47,17669,1.394,4991.15,519.4,176.22,2017-07-25,adam1205
3810447,So no one told you life was gonna be this way. Your job's a ...,377,9442,0.96,207.11,167.24,82.55,2017-07-25,arenasnow
3810448,I'll be there for you when the rain starts to pour. I'll be ...,156,12174,1.036,227.02,153.75,67.05,2017-07-25,joshua728
3810449,She wants me to take responsibility for everything that went...,171,5591,0.903,214.78,145.48,62.71,2017-07-25,joshua728
3810450,"Look, Ross, you gotta understand, between us we haven't had ...",317,18209,1.052,226.0,178.9,87.32,2018-02-14,quitless
3810451,"Okay Ben, why don't you come open some more presents, and Sa...",169,4638,0.942,222.22,128.3,63.79,2018-02-14,joshua728
3810452,You know how you throw your jacket on a chair at the end of ...,279,8396,0.98,205.83,168.67,83.63,2018-02-14,arenasnow
3810453,"Hi, Ben. So you want to be an actor, huh? Well, I got to tel...",225,7250,0.894,191.65,149.94,75.09,2018-02-14,arenasnow
3810454,"I just finished this fascinating book. By the year 2030, the...",268,9963,0.988,215.41,167.25,82.94,2017-07-25,arenasnow
3810455,It is a love based on giving and receiving as well as having...,247,22598,1.107,259.36,196.51,91.75,2018-02-14,joshua728
3810456,How would he like to come with me to the Museum of Natural H...,330,17801,1.031,245.57,177.0,86.13,2018-02-14,valikor
3810457,"First divorce: wife's hidden sexuality, not my fault. Second...",251,7278,0.905,219.49,156.1,75.66,2018-02-14,joshua728
3810458,Wow. This is the first time I've walked down the aisle witho...,103,1367,0.89,225.26,161.0,63.17,2017-07-25,joshua728
3810459,"I can handle this. ""Handle"" is my middle name. Actually, ""ha...",97,947,0.8,202.08,140.04,55.74,2018-02-18,joshua728
3810460,"The problem is, though, after the concert's over, no matter ...",233,8198,0.967,214.4,162.02,81.92,2018-02-14,arenasnow
3810461,"Hello, Fawlty Towers. Ah, yes, Mr. O'Reilly. Well, it's quit...",503,2466,0.843,205.28,140.31,78.02,2018-02-14,joshua728
3810462,"O'Reilly, I have seen more intelligent creatures than you ly...",300,7175,0.964,232.75,158.05,80.72,2018-02-14,joshua728
3810463,"Ah, hello, Mr. O'Reilly. How are you this morning? Oh, good,...",440,4325,0.883,186.23,148.12,79.88,2018-02-14,arenasnow
3810464,"No, I don't want to debate about it, if you're not over here...",165,4843,0.983,208.99,141.29,67.15,2018-02-15,joshua728
3810465,"Oh, dear, what happened? Did you get entangled in the eiderd...",212,7671,0.948,219.03,159.32,79.23,2018-02-14,joshua728
3810466,These premises do not come up to the standard required by th...,543,5291,0.923,202.48,153.98,82.47,2018-02-14,slekap
3810467,"I say to man in shop ""Is rat."" He say ""No, no, no. Is a spec...",169,3701,0.769,213.79,124.21,52.9,2018-02-14,joshua728
3810468,"Have you ever heard of the bubonic plague, Manuel? It was ve...",149,4474,0.893,226.76,133.34,61.05,2018-02-15,joshua728
3810469,"Are you sure? Fine! Well, you go and have a really good nigh...",402,16473,1.029,223.48,178.41,85.89,2018-02-14,joshua728
3810470,"You ponce in here, expecting to be handwaited on hand and fo...",298,10175,0.982,210.85,169.45,83.82,2017-08-27,performancecheck
3810471,"Well, people don't talk that much in the morning. Look, I'm ...",340,6490,0.826,187.54,140.61,70.91,2017-08-27,arenasnow
3810472,"Well, may I ask what you expected to see out of a Torquay ho...",186,4825,0.776,192.76,126.63,53.46,2017-08-27,typos_z
3810473,Manuel... my wife informs me that you're... depressed. Let m...,275,9783,0.983,208.36,168.35,83.27,2017-08-27,arenasnow
3810474,"Well, that was fun, wasn't it dear, the odd moment like that...",242,10393,0.962,212.36,173.37,83.32,2017-08-27,arenasnow
3810475,"We have a Spanish porter at the moment, he's from Barcelona....",93,1098,0.804,187.59,149.54,64.2,2018-02-15,arenasnow
3810476,"I cheated on the intelligence test, I'm sorry! But I just wa...",313,21892,1.041,218.22,183.04,85.95,2017-06-26,performancecheck
3810477,"Ladies and gentlemen, boys and girls, contrary to what you'v...",426,6429,0.908,188.08,150.94,82.01,2017-06-26,chakk
3810478,"Look, there's only one thing worse than being a loser. It's ...",186,27103,1.111,246.09,198.05,92.35,2017-06-26,joshua728
3810479,"Balderdash! Why, I once watched ""Gentleman"" Jim Corbett figh...",220,7258,0.82,194.16,142.93,67.66,2017-06-26,joshua728
3810480,Quit complaining! This way I don't have to waste money on mo...,248,8929,0.903,187.35,151.95,75.31,2017-06-26,joshua728
3810481,I been slumping all season but now I found a reason. I struc...,250,10874,0.975,211.95,166.42,82.56,2017-06-27,arenasnow
3810482,"I've sold monorails to Brockway, Ogdenville, and North Haver...",208,8420,0.842,194.64,149.01,69.95,2017-06-26,arenasnow
3810483,"You're right, Mom. I shouldn't let this bother me. I'm in te...",210,9659,0.904,200.65,161.0,76.98,2017-06-27,zigfried
3810484,"On the 11:00 news tonight, a certain kind of soft drink has ...",171,5456,0.899,229.86,139.17,61.74,2017-06-27,joshua728
3810485,"Good evening, here's an update on last week's nursing home e...",319,6586,0.835,205.45,142.54,71.54,2017-06-27,joshua728
3810486,We've come up with a camera so tiny it fits into this oversi...,213,10418,0.951,210.68,171.26,80.8,2017-06-26,arenasnow
3810487,Oh... and how is education supposed to make me feel smarter?...,222,22247,1.033,208.81,175.05,83.79,2017-06-26,megaextremist
3810488,"Come on, Marge, I want to shake off the dust of this one-hor...",317,8297,0.914,211.87,159.16,78.72,2017-06-26,joshua728
3810489,"Mom, I know your intentions are good but aren't the police t...",248,11023,0.973,194.15,165.77,82.43,2017-06-26,arenasnow
3810490,"Hello, Springfield. Sorry to divert your attention from all ...",218,9921,0.934,232.31,164.67,78.87,2017-06-26,joshua728
3810491,"Oh, and one more thing; I've stolen a nuclear weapon. And if...",259,8100,0.953,218.15,167.42,81.87,2018-02-14,chakk
3810492,"Yes, the Simpsons have come a long way since an old drunk ma...",224,8882,0.977,214.41,168.86,82.68,2018-02-14,arenasnow
3810493,"Okay, maybe my dad did steal Itchy. But so what? Animation i...",425,3738,0.791,190.79,137.1,72.19,2018-02-14,joshua728
3810494,The only problem with the treatment was that it worked too w...,219,21416,1.059,211.97,181.33,85.82,2018-02-14,arenasnow2
3810495,Hello. I'm Leonard Nimoy. The following tale of alien encoun...,287,6757,0.901,186.94,155.57,75.1,2018-02-14,slekap
3810496,I'm interested in upgrading my 28.8 kilobaud internet connec...,208,6151,0.837,201.91,148.94,68.68,2018-02-14,chakk
3810497,"I'm saying you're what's wrong with America, Simpson. You co...",160,4694,0.954,252.27,144.73,65.37,2018-02-15,joshua728
3810498,You can't treat the working man this way! One of these days ...,225,8236,0.953,189.91,159.97,81.03,2018-02-14,arenasnow
3810499,"My turn. Kwyjibo. K-W-Y-J-I-B-O, 22 points, plus triple word...",137,1443,0.639,200.02,127.33,44.23,2018-02-15,joshua728
3810500,All right. This town must be hot. They don't need a large ad...,143,4843,0.926,200.75,135.34,63.67,2018-02-14,arenasnow
3810501,He'll tell you that in nature one creature invariably eats a...,177,4617,0.925,234.51,137.9,62.88,2018-02-14,joshua728
3810502,"You're in big trouble, Burns. Homer Simpson's job requires c...",170,4433,0.877,228.26,132.61,59.81,2018-02-14,joshua728
3810503,"One thing is for certain, there is no stopping them; the ant...",130,1947,0.937,216.58,154.51,58.23,2018-02-15,joshua728
3810504,"Oh yeah, I know. We're all part-time here. You see that guy ...",272,9212,0.91,199.27,159.97,77.75,2017-08-27,arenasnow
3810505,You no good little slimebag! I'm going to make you the secon...,399,8431,0.973,191.74,159.98,84.24,2017-08-27,arenasnow
3810506,The ability to witness two men stand toe to toe in the spiri...,158,6073,0.952,235.79,141.17,64.91,2017-08-27,joshua728
3810507,"Hey, Alex - you know the really great thing about television...",167,5750,0.96,238.49,142.25,65.6,2017-08-27,joshua728
3810508,"I wonder about things, like, if they call an orange an ""oran...",200,8731,0.856,201.75,149.54,71.76,2017-08-27,joshua728
3810509,"Well, isn't this great, we've all learned something. Tony ca...",228,21578,1.033,216.37,179.15,84.7,2017-08-27,
3810510,"Let's face it, Reiger, crime pays. You know people go around...",186,5847,0.975,213.26,151.79,67.27,2017-08-27,arenasnow
3810511,Now wait a minute. Just a minute. There's only one thing you...,253,22785,1.068,205.19,182.07,87.57,2017-08-27,joshua728
3810512,"Yep, half a million people gathered together in peace and ha...",172,5102,0.847,210.78,132.42,57.62,2017-08-27,joshua728
3810514,"I see a little silhouetto of a man. Scaramouche, Scaramouche...",308,6464,0.797,186.99,144.72,66.73,2017-07-25,chakk
3810515,So you think you can stone me and spit in my eye? So you thi...,307,21942,1.045,221.39,178.95,85.88,2017-07-25,joshua728
3810516,I sit at my table and wage war on myself. It seems like it's...,293,22276,1.039,216.76,181.14,85.0,2017-07-25,joshua728
3810517,I've a rich understanding of my finest defenses. I proclaim ...,233,9567,0.902,180.99,154.39,75.89,2017-07-25,arenasnow
3810518,"It's amazing what devices you can sympathize, empathize. Thi...",155,5924,0.95,246.55,141.77,65.05,2017-07-25,joshua728
3810519,Reach out for me and hold me tight. Hold that memory. Let my...,302,23807,1.072,218.55,184.4,88.05,2017-07-25,chakk
3810520,"The other night I dreamt of knives, continental drift divide...",254,7399,0.796,181.56,142.82,66.3,2017-07-25,joshua728
3810521,That's great it starts with an earthquake. Birds and snakes ...,105,2503,0.855,195.87,145.21,53.49,2017-07-25,slowaccount
3810522,It's always difficult to keep personal prejudice out of a th...,566,7012,0.966,207.95,165.86,88.69,2017-07-25,alpha_panda
3810523,Let me ask you this: Do you really think the boy'd shout out...,170,5793,0.952,214.22,149.18,66.15,2017-07-25,joshua728
3810524,"Brother, I've seen all kinds of dishonesty in my day, but th...",344,8061,0.984,227.71,167.09,85.58,2017-10-07,joshua728
3810525,Here's what I think happened: the old man heard the fight be...,353,19869,1.043,216.84,178.4,87.27,2017-07-25,joshua728
3810526,I don't understand you people! I mean all these picky little...,411,8343,0.984,204.46,170.4,87.32,2017-10-07,performancecheck
3810527,"Brother, you really are somethin'. You sit here, vote guilty...",340,8001,0.947,238.28,166.14,82.46,2017-07-25,joshua728
3810528,"This gentleman has been standing alone against us. Now, he d...",351,8088,0.96,209.24,166.03,83.94,2017-07-25,arenasnow
3810529,"According to the testimony, the boy looks guilty... maybe he...",557,5601,0.936,212.83,156.11,84.37,2017-10-07,joshua728
3810530,"One man is dead, another man's life is at stake, if there's ...",569,5668,0.912,194.23,152.85,83.07,2017-07-25,arenasnow
3810531,"To continue, you've listened to a long and complex case, mur...",347,8724,0.975,210.77,166.68,84.49,2017-07-25,arenasnow
3810532,I feel sorry for you. What it must feel like to want to pull...,271,10489,0.974,213.26,169.7,83.29,2017-07-25,chakk
3810533,What's the matter with you guys? You all know he's guilty! H...,121,2114,0.82,202.28,144.92,51.79,2017-10-07,slowaccount
3810534,He was an old man! Half the time he was confused! How could ...,90,1311,0.845,232.56,154.49,66.03,2017-10-07,joshua728
3810535,Nobody has to prove otherwise. The burden of proof is on the...,152,5674,0.896,192.67,143.65,61.56,2017-07-25,arenasnow
3810536,Don't give me that. I'm sick and tired of facts! You can twi...,105,2540,0.839,217.99,154.04,55.68,2017-07-25,joshua728
3810537,"Hey, mom! It's Russell Hammond. I play guitar in Stillwater....",326,6138,0.908,189.01,148.65,77.86,2017-10-07,arenasnow
3810538,This is not some apron-wearing mother you're speaking with -...,281,9619,0.962,210.41,166.12,81.43,2017-07-25,joshua728
3810539,"I didn't ask for this role, but I'll play it. Now go do your...",262,9956,0.945,226.07,167.33,81.48,2017-07-25,joshua728
3810540,"Music, you know, true music - not just rock 'n' roll - it ch...",264,8785,0.907,200.91,162.18,77.57,2017-07-25,joshua728
3810541,"First it was butter then it was sugar and white flour, bacon...",234,8169,0.891,212.71,152.19,74.38,2017-10-07,joshua728
3810542,"In Carl Jung's opinion, we all have a sixth sense - intuitio...",243,9161,0.946,217.87,164.66,79.57,2017-07-25,arenasnow
3810543,That's because we're uncool. And while women will always be ...,249,21027,1.029,217.44,177.72,84.27,2017-07-25,joshua728
3810544,"Aw, man. You made friends with them. See, friendship is the ...",135,2213,0.897,207.83,138.33,54.1,2017-10-07,arenasnow
3810545,My advice to you. I know you think those guys are your frien...,126,2401,0.872,234.75,153.0,55.51,2017-07-25,joshua728
3810546,If you think Mick Jagger will still be out there trying to b...,123,2568,0.931,216.99,155.23,58.5,2017-07-25,joshua728
3810547,My name is Harvey Pekar - that's an unusual name - Harvey Pe...,246,7447,0.901,205.86,156.59,75.52,2017-10-07,joshua728
3810548,Yes. I consider myself a nerd. And this movie has uplifted m...,243,21299,1.028,223.59,180.12,83.49,2017-07-25,quitless
3810549,"You know, I don't really know what to expect. Sometimes you ...",249,8555,0.941,211.93,160.51,79.36,2017-10-07,joshua728
3810550,"You know, you go to thrift shops and you go to garage sales ...",274,21230,1.027,222.9,189.29,84.85,2017-07-25,decompose
3810551,"Here's our man. Yeah, all right. Here's me. Well, the guy pl...",134,2250,0.813,198.05,140.87,50.92,2017-07-25,arenasnow
3810553,"Ray, people will come, Ray. They'll come to Iowa for reasons...",426,5463,0.902,185.68,152.66,83.27,2017-06-26,performancecheck
3810554,"The one constant through all the years, Ray, has been baseba...",394,8767,0.95,218.64,160.1,82.65,2017-06-26,joshua728
3810555,We just don't recognize life's most significant moments whil...,173,11099,0.941,235.56,171.59,80.49,2017-06-26,joshua728
3810556,The man wrote the best books of his generation. And he was a...,328,9126,0.95,196.13,163.66,82.81,2017-06-26,arenasnow
3810557,"I was the East Coast distributor of ""involved."" I ate it, dr...",351,7207,0.907,188.12,154.69,78.42,2017-06-26,slekap
3810558,"By the time I was ten, playing baseball got to be like eatin...",224,10828,0.973,208.97,170.84,82.43,2017-07-25,joshua728
3810559,Getting thrown out of baseball was like having part of me am...,298,10430,0.992,230.9,165.36,83.87,2017-07-25,joshua728
3810560,"Mom died when I was three, and I suppose Dad did the best he...",511,5834,0.919,191.28,152.87,82.9,2017-07-25,arenasnow
3810561,Then Annie got the crazy idea that she could talk me into bu...,243,9827,0.946,204.95,165.89,80.65,2017-07-25,
3810562,"The only thing we had in common was that she was from Iowa, ...",89,1564,0.855,225.84,192.24,79.19,2017-07-25,joshua728
3810563,I never got to bat in the major leagues. I'd have liked to h...,259,22330,1.041,220.28,191.18,86.71,2017-10-07,flaneur
3810564,I used to love travelling on the trains from town to town. T...,225,10175,0.964,229.87,164.64,80.97,2017-10-07,joshua728
3810565,"I wish I had your passion, Ray... Misdirected though it migh...",88,1445,0.835,220.37,158.5,63.47,2017-07-26,joshua728
3810566,"This is my most special place in all the world, Ray. Once a ...",187,5588,0.983,241.97,148.09,67.54,2017-10-07,joshua728
3810567,"Man, I did love this game. I'd have played for food money. I...",151,5348,0.978,221.62,146.09,66.9,2017-10-07,slekap
3810568,Read the newspaper. What does it say? All bad. It's all bad....,336,18976,1.054,215.1,180.83,88.08,2017-07-25,chakk
3810569,"What we do know is that, as the chemical window closed, anot...",302,19673,1.032,242.07,180.41,84.91,2017-10-07,joshua728
3810570,You'd think at a certain point all these atypical somethings...,97,1345,0.906,265.39,180.01,70.09,2017-07-26,joshua728
3810571,"When my son was born healthy, I never asked why. Why was I s...",227,9162,0.926,204.44,159.2,77.64,2017-10-07,joshua728
3810572,His gaze is from the passing of bars so exhausted that it do...,519,7568,0.997,220.51,173.86,91.41,2017-07-25,joshua728
3810573,Hello. My name is Leonard Lowe. It has been explained to me ...,110,2287,0.879,226.92,144.52,54.82,2017-10-07,joshua728
3810574,Ronald Reagan? The actor? Then who's Vice President? Jerry L...,223,7449,0.793,185.56,143.21,66.74,2017-06-26,joshua728
3810575,"You know, Marty, I'm gonna be very sad to see you go. You've...",276,9470,0.936,202.1,161.28,79.72,2017-06-26,arenasnow
3810576,"Stand tall, boy. Have some respect for yourself. Don't you k...",232,22997,1.041,209.95,184.96,84.8,2017-06-26,slekap
3810577,They wanted me to build them a bomb so I took their plutoniu...,208,11223,0.961,213.15,171.72,81.56,2017-06-26,joshua728
3810578,"Now, remember. According to my theory, you interfered with y...",324,9257,0.97,227.71,169.4,84.78,2017-06-26,joshua728
3810579,I noticed your band is on the roster for the dance auditions...,230,9407,0.925,188.15,154.87,76.99,2017-07-25,joshua728
3810580,Don't worry. As long as you hit that wire with the connectin...,167,6027,0.971,215.11,151.75,66.11,2017-07-25,typos_z
3810581,"In other news, officials at the Pacific Nuclear Research Fac...",325,7614,0.893,196.52,150.63,76.34,2017-07-25,joshua728
3810582,"October is inventory time, so right now, Statler Toyota is m...",257,7202,0.862,190.63,149.11,70.66,2017-10-07,alpha_panda
3810583,I'm sure that in 1985 plutonium is available in every corner...,113,2293,0.818,191.69,141.37,51.88,2017-07-25,slowaccount
3810584,"And one for you, McFly; I believe that makes four in a row. ...",245,7779,0.896,214.15,153.16,74.74,2017-10-07,joshua728
3810585,"There's that word again: ""heavy."" Why are things so heavy in...",128,2183,0.812,210.15,138.99,50.7,2017-07-25,joshua728
3810586,The way I see it if you're going to build a time machine int...,176,5397,0.949,217.02,142.8,64.9,2017-10-07,arenasnow
3810587,I don't worry. This is all wrong. I don't know what it is bu...,157,11194,1.017,233.49,160.98,66.04,2017-10-07,typos_z
3810588,"No, get out of town. My mom thinks I'm going camping with th...",290,9536,0.987,219.16,167.91,85.16,2017-10-07,chakk
3810589,Don't you ever talk about my friends. You don't know any of ...,312,9759,0.931,211.55,162.69,80.19,2017-06-27,arenasnow
3810590,It is now 7:06. You have exactly 8 hours and 54 minutes to t...,381,6834,0.941,205.13,157.58,81.36,2017-06-27,joshua728
3810591,Oh I'm sure that's exactly what you want these people to bel...,366,9127,0.992,197.43,167.31,86.46,2017-06-26,arenasnow
3810592,"See, we had this assignment to make this ceramic elephant, a...",478,6370,0.932,202.08,154.5,84.53,2017-06-27,joshua728
3810593,"The bizarre thing is, is that I did it for my old man... I t...",312,20917,1.034,205.31,173.26,83.77,2017-06-27,quitless
3810594,We're all pretty bizarre. Some of us are just better at hidi...,78,2060,0.866,232.26,169.5,84.79,2017-07-25,joshua728
3810595,"What do you care what I think anyway? I don't even count, ri...",184,6050,0.949,229.52,147.81,66.02,2017-07-25,joshua728
3810596,Remember how you said your parents use you to get back at ea...,113,2583,0.9,271.53,154.43,56.13,2017-07-26,joshua728
3810597,I think what our insightful young friend is saying is that w...,150,5645,0.959,220.89,143.47,65.61,2017-10-07,joshua728
3810598,"Well, Mr. Gardner, I must admit that is one of the most refr...",210,9111,0.939,204.86,167.04,79.37,2017-10-07,joshua728
3810599,Do you realize that more people will be watching you tonight...,128,4753,1.045,261.09,179.52,58.23,2017-10-07,joshua728
3810600,You know what I'd like to be? A cartoon of some kind. You kn...,289,21716,1.041,214.96,179.91,85.85,2017-07-25,joshua728
3810601,I was proud of my work. And the buildings went up. When they...,213,10177,0.968,208.89,165.68,82.01,2017-10-07,arenasnow
3810602,"You know, I used to think I was a really great quarterback i...",465,6020,0.946,200.68,158.93,85.69,2017-10-08,zigfried
3810603,These college kids out here - they're never gonna get old or...,250,8778,0.948,222.27,164.94,80.8,2017-10-07,arenasnow
3810604,"Since you won that Italian bike, man, you've been acting wei...",122,2463,0.866,214.41,151.36,55.14,2017-07-25,joshua728
3810605,"Don't you know what it means to me to be a Marine, Dad? Ever...",206,10017,0.962,210.15,167.98,82.92,2017-10-07,joshua728
3810606,They burned the flag and they demonstrated against us; it's ...,288,21990,1.049,224.05,181.09,85.98,2017-07-25,joshua728
3810607,"I had a mother, I had a father, things - things that made se...",209,22555,1.035,212.36,181.34,85.22,2017-10-07,zigfried
3810608,"It's my leg! I want my leg, you understand? Can't you unders...",210,8511,0.856,182.83,152.24,72.38,2017-07-25,arenasnow
3810609,You probably think it's just a hamburger. A patty's just a p...,335,5975,0.848,209.35,151.91,73.8,2017-10-07,joshua728
3810610,"Oh, I don't know. I mean, what makes you think that elves ar...",408,16076,1.035,220.17,176.47,86.64,2018-02-14,joshunq
3810611,I finally figured it out. It's like when they realized it wa...,534,7012,0.966,190.09,159.89,87.35,2017-07-25,arenasnow
